title,reporter,content,category,date
"10월 광주·전남 주식거래대금 급감, 시총 1조 '증발'",배상현 기자,"
한국거래소, 10월 광주전남 증시 동향



[광주=뉴시스] 배상현 기자 = 10월 광주·전남지역 주식거래대금이 급감한 것으로 나타났다.7일 한국거래소 광주사무소가 발표한 2023년 10월 광주전남 증시 동향에 따르면, 주식매수대금은 2조1948억원으로 전월대비 31.65%(-1조164억원) 감소했고 매도거래대금은 2조1484억원으로 전월보다 32.05%(-1조135억원)감소했다.코스피에서 매수거래대금 10.21%(1348억원) , 매도거래대금 12.56%(1618억원) 각각 감소했다. 코스닥에서 매수거래대금 46.61%(8817억원) , 매도거래대금 45.46%(8517억원) 각각 감소했다.전체 대비 광주·전남 투자자의 매수거래대금 비중은 0.66%로 전월보다 0.06%p 감소했고 매도거래대금 비중은 0.65%로 전월보다 0.07%p 감소했다. 코스피 주요종목에서는 POSCO홀딩스, 삼성전자 등을 매수 및 매도하고 코스닥에서는 에코프로, 포스코DX 등을 매수 및 매도했다. 전월 대비 시가총액 변동은  6.14%(1조871억원) 감소했다. 코스피는 6.01%(9,600억원),  코스닥은 7.35%(1,271억원) 각각 감소했다. 코스피 시총은 대유에이텍(135억원, 55.45%)은 증가했으나 한국전력(-7061억원, -6.10%), 금호타이어(-1149억원, -8.69%)등은 감소했다.코스닥은 우리로(유상증자 추가상장·330억원, 60.83%) 위니아(192억원, 61.52%)등은 증가했으며 박셀바이오(-761억원, -18.12%) 오이솔루션(-290억원, -19.24%)등은 감소했다.한국거래소 광주사무소는 ""중동발 지정학적 리스크 심화 및  미국 10년물 국채금리가 5%에 근접하는 등 금리 급등세로 주요국 증시와 동반 하락했고 월말 외국인투자자 7거래일 연속 순매도로 2조원 넘는 매도세 보이며  2300선 하회 마감했다""고 말했다.
",social,2023.11.07. 오전 11:20
“이게 요새 말 나오는 빈대인가” 지하철 이용 누리꾼 코트서 발견…빈대 공포 확산,이태영 기자,"




◇[사진=온라인 커뮤니티 갈무리]기차와 지하철을 이용한 누리꾼이 자신이 입은 트렌치 코트에서 빈대를 발견했다는 내용의 글이 7일 온라인 상에서 확산되고 있다.글을 작성한 누리꾼은 “수원에서 무궁화호를 타고 KTX로 환승해 지하철을 탔다. 옷을 벗어 책상 위에 뒀는데 벌레 한 마리가 트렌치 코트에 있길래 휴지로 잡았다”라면서 “이게 요새 말 나오는 빈대인가”라면서 사진 한 장을 공개했다.사진 속에는 피가 묻은 휴지와 빈대 한 마리가 담겨 있었다. 다만 이 작성자는 어디서 빈대가 붙어있었는지는 확인되지 않는다고 덧붙였다.각종 인터넷 커뮤니티에는 집 안에서 발견된 벌레를 두고 ‘이게 빈대인가요?’라고 묻거나 자신이 벌레에 물린 자국이 담긴 사진 등을 공유하며 ‘빈대 물린 자국인지 궁금합니다’라는 등의 글들이 게재되면서 빈대 공포가 확산되고 있다.빈대는 감염병 등을 옮기지 않아 인체에 해를 끼치지는 않으나, 박멸이 어렵고 물릴 경우 심한 가려움증에 시달릴 수 있다.질병관리청은 지난 6일 ""국내에 주로 출몰하는 빈대는 그간 빈대 박멸에 사용한 피레스로이드계 살충제에 저항성을 보여 대체 살충제 사용을 검토하고 있다""고 밝혔다.이어 ""국내에 주로 출몰하는 빈대는 반날개빈대와 일반 빈대인데, 이들 모두 피레스로이드계 살충제에 저항성을 나타내 살충 효과에 대한 분석이 필요하다""고 설명했다.그러면서 ""외국에서는 이미 저항성 문제 때문에 다른 살충제를 사용하고 있다""라면서 ""대체 살충제 사용 검토를 환경부와 적극 협의 중""이라고 덧붙였다.
",social,2023.11.07. 오전 11:20
"국정원·경찰, 전농 충남도연맹 압수수색…""국보법 위반 혐의""",박우인 기자,"
전농 충남도연맹 사무실 및 사무국장 등 압색자통 수사 과정서 국보법 위반 혐의 발견 돼



[서울경제] 국가정보원과 경찰이 7일 국가보안법 위반 혐의로 전국농민회총연맹(전농) 충남도연맹 사무실과 관련자 자택 등에 대한 강제수사에 돌입했다.사정당국과 전농에 따르면 국정원과 경찰청은 이날 오전부터 전농 충남도연맹 사무실과 사무국장, 여성농민회 사무국장 등 3명의 자택 등 모두 12곳에 수사관을 보내 압수수색을 진행 중이다.국정원과 경찰은 자주통일민중전위(자통) 수사 과정에서 포착한 전국 규모의 별도 지하조직 '이사회'와 관련해 충청 지역책 3명의 국가보안법 위반 혐의를 발견한 것으로 파악됐다.압수수색 당시 이들이 북한과 내통해 농민회를 조직하고 활동했다는 혐의를 제시한 것으로 전해졌다.
",social,2023.11.07. 오전 11:20
"'재혼 맞선' 앞둔 돌싱, 가장 감추고 싶은 모습…男 ""까탈"", 女 ""예민""",김학진 기자,"




ⓒ News1 DB(서울=뉴스1) 김학진 기자 = 결혼에 실패한 경험이 있는 돌싱(돌아온 싱글) 남녀들은 각각 '까다롭게 보이는 것', '예민하게 보이는 것'을 가장 크게 경계하는 것으로 조사됐다.재혼 전문 사이트 온리-유가 결혼정보회사 비에나래와 공동으로 지난달 30일~4일 전국의 (황혼)재혼 희망 돌싱남녀 516명(남녀 각 258명)을 대상으로 실시한 설문조사 결과가 공개됐다.7일 조사 결과에 따르면 남성 응답자의 31.0%가 '까다롭게 보이지 말 것', 여성은 29.1%가 '예민하게 보이지 말 것'이라는 답이 가장 높은 비중을 차지했다.이어 남성은 '서두르지 말 것(25.6%)', '독단적으로 보이지 말 것(19.0%)', '아는 체하지 말 것(16.3%)' 등의 순으로 답했고, 여성은 '까다롭게 보이지 말 것(26.7%)', '서두르지 말 것(22.1%)', '아는 체하지 말 것(15.5%)' 등의 순으로 답했다. 또 '재혼 맞선에서 본인의 어떤 면을 부각시키겠냐'는 물음엔 남성의 경우 '아량이 있다'로 답한 비중이 32.2%로 첫손에 꼽혔고, '가정적이다(25.2%)'와 '(고루하지 않고) 진취적이다(18.6%)', '건실하다(14.3%)' 등의 대답이 뒤따랐다.이어 여성은 31.4%가 '건실하다'를 가장 많이 답했고, '아량이 있다(24.8%)', '가정적이다(20.9%)', '반듯하다(15.5%)' 순으로 응답했다. 끝으로 '재혼 맞선에서 상대를 손쉽게 파악하는데 가장 유용하게 활용되는 사항은 무엇인가'라는 물음에선 남성은 '질문 내용(28.3%)'과 '옷차림(26.7%)'을, 여성은 '식사 습성(29.8%)'과 '질문 내용(26.4%)'이라고 답하며 엇갈리는 모습을 보였다. 뒤를 이어 남성의 경우 '말투(20.2%)'와 '화장(16.7%)', 여성은 '옷차림(21.3%)'과 '말투(18.2%)' 등을 3, 4위로 꼽았다.
		",social,2023.11.07. 오전 11:18
"한동훈, 본인 탄핵 언급에 ""민주당은 1년 반 동안 말뿐…하려면 하라""",정경훈 기자,"




(서울=뉴스1) 임세영 기자 = 한동훈 법무부 장관이 2일 오후 서울 여의도 국회에서 열린 법제사법위원회 전체회의에서 2024년 예산안 제안설명에 나서고 있다. 2023.11.2/뉴스1  Copyright (C) 뉴스1. All rights reserved. 무단 전재 및 재배포,  AI학습 이용 금지.한동훈 법무부 장관이 본인에 대한 더불어민주당의 탄핵 언급에 대해 ""말로만 겁박하지 말고 하려면 하라""고 7일 밝혔다. 한 장관은 이날 오전 국회 예산결산특별위원회 전체회의에 출석하며 기자들과 만나 ""민주당은 1년 반 동안 정말 쉬지 않고 저에 대한 탄핵 얘기를 해왔다""며 이 같이 말했다. 한 장관은 ""국민들은 민주당이 왜 저에게 자꾸 이러는지 다들 아실 것""이라며 ""대한민국 헌법은 민주당의 것이 아니고 국민의 것이다. 헌법과 민주주의 주권자 국민을 믿는다""고 했다. 그는 ""탄핵은 헌법이 민주주의를 지키기 위해 보장해 둔 대단히 극단적인 제도""라며 ""이렇게 장난하듯 말할 수 있는 건지 같이 얘기해보고 싶다""고 했다. 민주당의 김건희 여사나 대장동 사건 관련 특검 추진 계획에 대해서는 ""특검을 통과시키고 추진하는 것은 국회의 영역이지만, 특검 제도가 어떤 특정인을 방어하기 위한 수단으로 쓰여선 안 된다""며 ""그 제도에 누가 수긍하고 승복할 수 있겠나""라고 말했다. 한 장관은 '김 여사 특검의 경우 특정인을 방어하기 위한 목적이 있다고 보는지' 묻는 말에 ""그런 맥락이 있다고 생각한다""며 ""특정 특검에 대해 말한 건 아니고 충분히 그런 면이 있다고 생각한다""고 했다. '총선을 앞두고 입당할 계획이 있냐'는 질문에는 ""늘 할 수 있는 질문이지만, 역시 제 답은 같습니다""라고 말했다. 
",social,2023.11.07. 오전 11:18
"""판사 바꿔줘"" JMS 정명석 끈질긴 요구에…재판 5개월 밀렸다",김미루 기자,"




출소 1주년 행사에서 기념사진을 촬영하고 있는 정명석(왼쪽)과 정조은(본명 김지선·44). /사진=대전지검 제공여신도를 성폭행한 혐의로 재판받는 기독교선복음교회(JMS) 정명석(78) 측이 제기한 법관 기피 신청이 최종 기각 결정돼 재판이 약 5개월 만에 재개된다.7일 뉴시스에 따르면 대전지법 형사12부(부장판사 나상훈)는 오는 21일 오전 10시 230호 법정에서 준강간, 준유사강간, 준강제추행, 강제추행 혐의로 기소된 정명석에 대한 11차 공판을 진행할 예정이다.대법원이 정명석 측의 법관 기피 신청 재항고 기각 결정을 내린 이후 검찰은 재판 기일을 조속히 지정해달라는 취지의 기일지정신청서를 재판부에 제출한 바 있다.앞서 지난 6월20일 10차 공판을 마친 뒤 약 한 달 후인 7월18일 11차 공판이 예정돼 있었으나 정명석 측이 법관 기피 신청을 제기, 재판이 5개월가량 중지됐다.재판부는 형사소송법 제22조에 따라 재판 지연 목적이 없다고 판단, 정명석 측 신청을 받아들였고 이에 따라 정명석과 관련된 형사소송을 중지했다.법관 기피 신청 사건은 대전지법 형사10부(부장판사 오영표)가 심리했고 지난 7월26일 재판이 적법하게 진행됐다고 봤으며 신청을 기각했다.불복한 정명석 측은 항고를 제기했다. 다만 항고심 재판부였던 대전고법 형사1부(부장판사 송석봉) 역시 해당 재판부가 불공정한 재판을 진행할 염려가 없다며 즉시 항고를 기각했다.정명석 측은 재항고를 제기해 대법원의 판단도 받았으나 대법원 제1부는 지난 1일 법관 기피 신청 재항고 기각 결정을 내렸다.검찰은 정명석 측이 진행 중인 재판을 지연하기 위해 의도적으로 법관 기피 신청을 제기했다고 했다.약 5개월간 JMS는 대전 서구 둔산동에 위치한 대전고법 인근에서 ""증거 능력이 조작됐다"" ""공정한 재판을 해달라""는 주장, 피해자들의 사생활이 담긴 내용으로 1인 시위 및 집회를 진행해 2차 가해를 벌였다.정명석은 2018년 2월부터 2021년 9월까지 홍콩과 호주 국적 여신도 2명을 준강간한 혐의로 재판받고 있다. 또 2018년 8월에는 한국인 여신도를 골프 카트에 태워 이동하던 중 허벅지를 쓰다듬는 등 추행했다고 전해졌다.또 정명석의 범행을 도운 JMS 2인자 정조은은 징역 7년, 준강간 및 준유사강간 방조 등 혐의로 기소된 민원국장은 징역 3년을 선고받았다.
",social,2023.11.07. 오전 11:13
"김길수, 우산 쓰고 평범한 시민인 척…붙잡히자 바닥 뒹굴며 필사 저항[영상]",신초롱 기자,"




(채널A 갈무리)(서울=뉴스1) 신초롱 기자 = 서울구치소에 수감됐다가 병원 치료 도중 달아난 김길수(36)가 검거 직전 필사적으로 도망치려한 모습이 담긴 영상이 포착됐다.7일 채널A는 도주 사흘째인 6일밤 체포된 김길수가 경찰에 저항하는 모습이 담긴 폐쇄회로(CC)TV 영상을 공개했다.영상에 따르면 김길수는 우산을 쓴 채 횡단보도를 건너 길가에 있는 공중전화 부스에 들어갔다. 누군가와 통화를 시도하다 나온 그는 또다시 횡단보도를 건너 어디론가 걸었다.경찰이 탄 검은색 차량이 앞을 막아서자 김길수는 방향을 틀어 달리기 시작했다. 여러 명의 경찰은 차도와 인도를 넘나들며 도망가는 김길수를 붙잡았다. 붙잡힌 그는 바닥을 뒹굴며 필사적으로 저항했다.



(채널A 갈무리)당시 김길수는 연인으로 의심되는 여성 A씨에게 전화했다가 덜미를 잡힌 것으로 알려졌다. A씨는 김씨가 도주 첫날인 지난 4일 안양에서 택시를 타고 의정부에 도착했을 때 택시비를 대신 결제하고, 현금 10만원을 건넨 인물이기도 하다. A씨는 경찰 조사에서 ""아는 지인일 뿐 공모는 없다""고 진술했다.김길수는 지난달 30일 특수강도 혐의로 서울 서초경찰서에 붙잡혔다. 지난 9월 은행보다 저렴하게 환전해 주겠다며 피해자를 속여 7억4000만원이 든 현금 가방을 들고 달아난 혐의를 받는다.



(채널A 갈무리)그는 지난 4일 오전 6시20분께 안양시 동안구 한림대학교 성심병원에서 진료 받던 중 ""화장실을 사용하겠다""며 수갑 등 보호장비를 푼 사이 옷을 갈아입고 도주했다.체포된 김길수는 6일 오후 11시52분께 안양동안서에 압송됐다. 그는 ""도주 계획이 있었는가""라는 취재진의 질문에 ""계획 안 했다""고 답했다. 또 ""도주 행각에 조력을 준 사람이 있는가""라는 물음에는 ""없다""고 답했다.



지난 4일 특수강도 혐의로 서울구치소에 수감됐다 병원치료 도중 달아난 김길수가 6일 오후 경기도 의정부에서 검거돼 경기 안양시 동안구 안양동안경찰서로 압송되고 있다. 2023.11.6/뉴스1 ⓒ News1 김영운 기자
",social,2023.11.07. 오전 11:11
한강공원 자전거 사고 절반 ‘과속’ 추정…AI 속도 탐지기·보행로 분리로 사고 막는다,익명,"




서울 한강공원에서 활동하는 자전거패트롤 봉사단이 자전거 통행 안전속도인 시속 20㎞를 표시한 가방을 메고 달리고 있다. 서울시 제공한강공원에서 자전거를 즐기는 인구가 늘면서 안전사고도 크게 증가한 것으로 나타났다. 특히 추월과 중앙선 침범 등 과속이 원인이 된 비중이 높은 것으로 추정된다.서울시는 한강을 따라 조성된 자전거도로에서 과속 주행하는 것을 막기 위해 인공지능(AI) 경고 시스템과 보행로 완전 분리 등을 2025년까지 추진한다고 7일 밝혔다.한강공원에서 발생한 자전거 관련 사고는 2019년 65건에서 지난해 107건, 올해는 9월에 이미 99건을 기록했다. 이 가운데 자전거끼리 사고(174건) 비중이 36.9%로 가장 크다. 서울시는 자전거와 자전거가 부딪히거나 자전거와 사람이 추돌한 사고는 추월·중앙선 침범·급격한 방향 전환 등이 48.2%를 차지해 과속을 주 원인으로 추정하고 있다.자전거 단독으로 발생한 사고(167건)는 스마트폰 사용이나 미숙련 등 운전자 안전의무 불이행·부주의에 따른 것이었다.



서울 한강공원 자전거 사고 현황과 유형. 서울시 제공이에 서울시는 과속 주행 방지를 위한 환경 개선 사업에 돌입한 상태다. 우선 AI 폐쇄회로(CC)TV가 시속 20㎞ 이상으로 달리는 자전거를 감지하면 앞쪽 전광판에 속도를 표시하고 주행자에게 경고음을 울려 감속을 유도하는 시스템을 확대 중이다.2021년 반포한강공원에 처음 마련된 후 여의도 하류 합류부와 이촌 거북선 나루터 인근, 뚝섬 광진교 하부, 망원 마포대교 하부 등 33곳에 추가됐고 2025년까지 40곳으로 늘린다.특히 사람과 자전거가 충돌하는 것을 막기 위해 자전거도로 대부분을 보행로와 완전히 분리한다. 시선 유도봉을 세워 양쪽을 구분하는 대신 턱이 높은 녹지대를 사이에 만들어 안전성을 확보하는 방식이다. 2025년까지 3.7㎞를 추가하면 한강공원 자전거도로 총 78㎞ 구간 중 50.8㎞가 완전히 분리된다.또 총 60.3㎞ 구간에 대해 현재 3m 수준(편도 1.5m)인 자전거도로 폭을 4m(편도 2m)로, 2m 폭의 보행로는 3m 이상으로 넓힌다.



서울 한강공원 자전거도로와 보행로를 시선 유도봉을 세워 양쪽을 구분(위 사진)하는 대신 턱이 높은 녹지대를 사이에 만들어(아래 사진) 안전성을 확보하는 방식으로 바꾼다. 서울시 제공유동인구가 많은 횡단보도는 반경 100m를 보행자 보호구간으로 설정해 속도를 시속 10㎞ 이내로 제한하고 바닥을 높인(과속방지턱 형) 횡단보도를 설치한다.서울시 관계자는 “자전거도로 일정 구간에서 속도를 시속 20㎞ 이내로 의무화하는 도로교통법 개정을 건의할 예정”이라고 설명했다.이밖에 반포 서래섬 나들목과 노량대교 하부 도로, 여의도 한강공원 상·하류 보행교 등 차량과 자전거가 만나는 교차로는 우회로를 개설한다. 또 모든 자전거도로에 대해 1㎞ 간격으로 도로 시작점부터 거리를 표시하는 한편 5㎞ 간격으로는 위치를 안내하는 표지를 세울 예정이다.주용태 서울시 미래한강본부장은 “보행자와 자전거 이용자 모두 안전한 한강공원이 될 수 있도록 개선하겠다”며 “시민들께서도 한강공원 자전거도로 안전속도인 시속 20㎞를 준수해 달다”고 당부했다.
		",social,2023.11.07. 오전 11:16
"한국인보다 한국말 더 잘하는 말레이시아인…""정 문화 알리고파""",박성제 기자,"
소셜미디어로 한국어·문화 소개하는 틱톡커 누라 이자티씨



누라 씨의 틱톡 영상[틱톡 제공. 재판매 및 DB금지]    (부산=연합뉴스) 박성제 기자 = ""제가 좋아하는 한국말인 '고생했다', '수고했다' 같은 표현은 다른 문화권에서 찾기 어려워요. 한국 특유의 정감 있는 문화를 다른 나라 사람들에게도 널리 알려주고 싶어요.""    지난 4일부터 부산 엑스포 유치를 기원하며 틱톡 코리아가 연 '부산 월드 크리에이터 페스티벌'에 참여하고자 부산을 찾은 말레이시아 국적 누라 이자티(30) 씨는 7일 연합뉴스와 인터뷰에서 이렇게 말했다.    자국에 있는 공립 중학교에서 학생들에게 한국어를 가르치는 그는 무려 188만명의 팔로워를 보유한 유명 '틱톡커'다.    언어뿐만 아니라 한국의 예절 문화, 나이 체계, 한국 대학생들이 좋아하는 술 게임 등 다채로운 한국 문화를 영상으로 제작하고 있다.    당초 한국에 대해 궁금해하는 외국인을 위해 영상을 만들었지만, 한국인보다 더 한국인처럼 말하는 언어 구사력 덕에 지금은 한국인 사이에서도 큰 인기를 끈다.



누라 씨의 틱톡[틱톡 제공. 재판매 및 DB금지]    누라 씨가 처음 한국어를 배우게 된 계기는 K팝이었다.    2010년 고등학생이었던 누라 씨는 인터넷에 올라온 가수 슈퍼주니어, 그중에서도 가장 좋아했던 은혁의 영상을 보면서 한국에 대한 관심을 키웠다.    당시 슈퍼주니어가 출현한 한국 예능 프로그램에 자막이 달리기까지는 일주일가량이 걸렸는데, 누라 씨는 이를 기다리지 않고 직접 한국어를 배우기로 결심했다.    누라 씨는 ""슈퍼주니어의 노래 '쏘리 쏘리'를 보고 좋아하게 됐다""며 ""당시 한국어를 배울 수 있는 인터넷 사이트가 있어서 혼자서 공부하기 시작했다""고 말했다.    이어 ""예전부터 교사에 대한 꿈이 있어서 학사, 석사 전공과 무관하지만, 한국어를 가르치고 싶다는 생각이 들었다""며 ""말레이시아에서 한국어교원 양성사업 1기로 졸업해 지난해부터 한국어 교사로 일하고 있다""고 덧붙였다.



누라 씨[틱톡 제공. 재판매 및 DB금지]    한국인들이 누라 씨에게 감탄하는 이유는 그가 한국인 특유의 뉘앙스와 화법을 그대로 구현하기 때문이다.    더욱 놀라운 점은 누라 씨가 한국어 공부를 할 동안에 한국에 한 번도 온 적이 없다는 것이다.    그는 한국인들 특유의 어투와 어감을 비롯해 학창 생활, 연애 문화 등을 개그 프로그램과 드라마에서 배웠다고 한다.    그는 ""좋아하는 개그우먼인 박진주가 나오는 개그 프로그램을 비롯해 런닝맨, 1박2일 등 다양하게 챙겨봤다""며 ""이 프로그램들을 처음 볼 때는 한국 정서가 이해되지 않아 하나도 웃기지 않았다. 그런데 공부하면 할수록 재미있게 볼 수 있게 됐다""고 말했다.    이어 ""최근에는 넷플릭스에 나오는 한국 드라마도 많이 보는데 이상한 변호사 우영우, 더 글로리를 비롯해 다양한 유튜브 채널도 챙겨본다""고 덧붙였다.



누라 씨의 틱톡 영상[틱톡 제공. 재판매 및 DB금지]    그는 외국인들에게 '영상을 만들어 고맙다'는 말을 들을 때 가슴이 벅차다.    이는 누라 씨의 애정 담긴 영상 덕분인데, 그는 외국인들이 한국어를 원활하게 연습하도록 상황극을 만드는 등 다양한 종류의 영상을 만든다.    그는 ""흥미를 유발하고 상황극에 몰두할 수 있도록 일부러 한국 멜로 드라마처럼 상황을 구성한다""며 ""특히 외국인들은 존댓말이나 반말, 언니나 오빠 같은 존칭을 사용하는데 어려워하기 때문에 이 부분을 더 신경 쓴다""고 말했다.    이어 ""한국에 대한 관심이 갈수록 높아지고 있어 우리 학교 내 한국어 반도 정원을 초과할 정도""라며 ""앞으로 더 열심히 해야겠다는 책임감을 느낀다""고 말했다.    누라 씨는 앞으로 한국의 정(情) 문화를 알리고 싶다고 한다.    과거 말레이시아 내 한국식당에서 아르바이트할 때 한국인 사장은 누라 씨가 열심히 일을 했을 때면 꼭 '고생했다', '수고했다'며 격려했다고 한다.    그는 ""그 말을 듣는 순간 '표현이 참 깊다'고 생각했다. 당시 일이 힘들었지만, 위로받는 느낌이라 마음이 뭉클했다""며 ""제가 느낀 이 감동을 외국인들에게도 한국 문화로 알리고 싶다""고 덧붙였다.    psj19@yna.co.kr
",social,2023.11.07. 오전 11:15
"""판사 바꿔줘"" JMS 정명석 끈질긴 요구에…재판 5개월 밀렸다",김미루 기자,"




출소 1주년 행사에서 기념사진을 촬영하고 있는 정명석(왼쪽)과 정조은(본명 김지선·44). /사진=대전지검 제공여신도를 성폭행한 혐의로 재판받는 기독교선복음교회(JMS) 정명석(78) 측이 제기한 법관 기피 신청이 최종 기각 결정돼 재판이 약 5개월 만에 재개된다.7일 뉴시스에 따르면 대전지법 형사12부(부장판사 나상훈)는 오는 21일 오전 10시 230호 법정에서 준강간, 준유사강간, 준강제추행, 강제추행 혐의로 기소된 정명석에 대한 11차 공판을 진행할 예정이다.대법원이 정명석 측의 법관 기피 신청 재항고 기각 결정을 내린 이후 검찰은 재판 기일을 조속히 지정해달라는 취지의 기일지정신청서를 재판부에 제출한 바 있다.앞서 지난 6월20일 10차 공판을 마친 뒤 약 한 달 후인 7월18일 11차 공판이 예정돼 있었으나 정명석 측이 법관 기피 신청을 제기, 재판이 5개월가량 중지됐다.재판부는 형사소송법 제22조에 따라 재판 지연 목적이 없다고 판단, 정명석 측 신청을 받아들였고 이에 따라 정명석과 관련된 형사소송을 중지했다.법관 기피 신청 사건은 대전지법 형사10부(부장판사 오영표)가 심리했고 지난 7월26일 재판이 적법하게 진행됐다고 봤으며 신청을 기각했다.불복한 정명석 측은 항고를 제기했다. 다만 항고심 재판부였던 대전고법 형사1부(부장판사 송석봉) 역시 해당 재판부가 불공정한 재판을 진행할 염려가 없다며 즉시 항고를 기각했다.정명석 측은 재항고를 제기해 대법원의 판단도 받았으나 대법원 제1부는 지난 1일 법관 기피 신청 재항고 기각 결정을 내렸다.검찰은 정명석 측이 진행 중인 재판을 지연하기 위해 의도적으로 법관 기피 신청을 제기했다고 했다.약 5개월간 JMS는 대전 서구 둔산동에 위치한 대전고법 인근에서 ""증거 능력이 조작됐다"" ""공정한 재판을 해달라""는 주장, 피해자들의 사생활이 담긴 내용으로 1인 시위 및 집회를 진행해 2차 가해를 벌였다.정명석은 2018년 2월부터 2021년 9월까지 홍콩과 호주 국적 여신도 2명을 준강간한 혐의로 재판받고 있다. 또 2018년 8월에는 한국인 여신도를 골프 카트에 태워 이동하던 중 허벅지를 쓰다듬는 등 추행했다고 전해졌다.또 정명석의 범행을 도운 JMS 2인자 정조은은 징역 7년, 준강간 및 준유사강간 방조 등 혐의로 기소된 민원국장은 징역 3년을 선고받았다.
",social,2023.11.07. 오전 11:13
"김길수, 우산 쓰고 평범한 시민인 척…붙잡히자 바닥 뒹굴며 필사 저항[영상]",신초롱 기자,"




(채널A 갈무리)(서울=뉴스1) 신초롱 기자 = 서울구치소에 수감됐다가 병원 치료 도중 달아난 김길수(36)가 검거 직전 필사적으로 도망치려한 모습이 담긴 영상이 포착됐다.7일 채널A는 도주 사흘째인 6일밤 체포된 김길수가 경찰에 저항하는 모습이 담긴 폐쇄회로(CC)TV 영상을 공개했다.영상에 따르면 김길수는 우산을 쓴 채 횡단보도를 건너 길가에 있는 공중전화 부스에 들어갔다. 누군가와 통화를 시도하다 나온 그는 또다시 횡단보도를 건너 어디론가 걸었다.경찰이 탄 검은색 차량이 앞을 막아서자 김길수는 방향을 틀어 달리기 시작했다. 여러 명의 경찰은 차도와 인도를 넘나들며 도망가는 김길수를 붙잡았다. 붙잡힌 그는 바닥을 뒹굴며 필사적으로 저항했다.



(채널A 갈무리)당시 김길수는 연인으로 의심되는 여성 A씨에게 전화했다가 덜미를 잡힌 것으로 알려졌다. A씨는 김씨가 도주 첫날인 지난 4일 안양에서 택시를 타고 의정부에 도착했을 때 택시비를 대신 결제하고, 현금 10만원을 건넨 인물이기도 하다. A씨는 경찰 조사에서 ""아는 지인일 뿐 공모는 없다""고 진술했다.김길수는 지난달 30일 특수강도 혐의로 서울 서초경찰서에 붙잡혔다. 지난 9월 은행보다 저렴하게 환전해 주겠다며 피해자를 속여 7억4000만원이 든 현금 가방을 들고 달아난 혐의를 받는다.



(채널A 갈무리)그는 지난 4일 오전 6시20분께 안양시 동안구 한림대학교 성심병원에서 진료 받던 중 ""화장실을 사용하겠다""며 수갑 등 보호장비를 푼 사이 옷을 갈아입고 도주했다.체포된 김길수는 6일 오후 11시52분께 안양동안서에 압송됐다. 그는 ""도주 계획이 있었는가""라는 취재진의 질문에 ""계획 안 했다""고 답했다. 또 ""도주 행각에 조력을 준 사람이 있는가""라는 물음에는 ""없다""고 답했다.



지난 4일 특수강도 혐의로 서울구치소에 수감됐다 병원치료 도중 달아난 김길수가 6일 오후 경기도 의정부에서 검거돼 경기 안양시 동안구 안양동안경찰서로 압송되고 있다. 2023.11.6/뉴스1 ⓒ News1 김영운 기자
",social,2023.11.07. 오전 11:11
